,total_departure,average_departure_delay,average_departure_taxi,average_departure_cancelled,averge_departure_distance,total_arrival,average_arrival_delay,average_arrival_taxi,average_arrival_diverted,averge_arrival_distance,city,latitude,longitude,altitude_ft,city_id,temp_avg,pcp_avg
AVL,4584,12.183646112600536,17.406711409395974,0.024869109947643978,313.0493019197208,4585,5.684328191370445,3.522707034728406,0.004362050163576881,312.87917121046894,asheville,35.43619918823242,-82.54180145263672,2165,7074,54.37385892116181,4.1846473029045645
AVP,2142,4.880794701986755,14.227746212121213,0.014472455648926238,520.9169000933707,2138,5.065279091769158,3.7476415094339623,0.003274087932647334,520.744153414406,scranton,41.338500976599995,-75.72339630130001,962,10109,47.44315352697097,3.906929460580914
AZO,2953,2.430031723651745,12.565079365079365,0.03995936335929563,140.9776498476126,2953,2.99048290447656,3.8407329105003525,0.0006772773450728074,143.90755164239755,kalamazoo,42.234901428222656,-85.5521011352539,874,25295,48.94937759336102,3.1860995850622404
BDL,23760,5.697255538008451,14.386507258753202,0.014436026936026936,725.2510942760942,23754,4.593628394269831,5.253339022829102,0.002315399511661194,730.4270017681233,windsor,41.9388999939,-72.68319702149999,173,20036,50.245643153527,4.124149377593362
BFL,3412,1.1473808819177271,10.65383476458395,0.010257913247362251,329.59202813599063,3411,2.0646971935007388,4.384184125110652,0.001465845793022574,329.6566989152741,bakersfield,35.43360138,-119.0569992,510,13984,62.538589211618245,0.6709958506224067
BGM,678,-0.9528158295281582,14.039755351681958,0.035398230088495575,378.0,677,2.08675799086758,4.58030303030303,0.004431314623338257,378.0,binghamton,42.20869827,-75.97979736,1636,9733,46.88672199170124,3.7999170124481316
BGR,2640,9.702185792349727,19.623828125,0.030303030303030304,446.2113636363636,2639,8.083592534992224,5.496506211180124,0.0037893141341417205,446.09208033345965,bangor,44.80739974975586,-68.82810211181639,192,20141,42.86348547717842,3.7615767634854747
BHM,21200,8.442259973277343,13.20602415389756,0.011886792452830188,488.1097641509434,21202,5.925389542108785,3.690426242013922,0.003160079237807754,487.4498632204509,birmingham,33.56290054,-86.75350189,650,14439,62.74979253112031,4.648755186721991
BIL,3858,2.102302459445317,12.178749018581524,0.009590461378952825,482.8071539657854,3855,3.635482180293501,4.160648874934589,0.0020752269779507134,483.22256809338523,billings,45.807701110839844,-108.54299926757812,3652,26297,46.68257261410788,1.205103734439834
BIS,2806,1.5818115412710008,11.12106803218727,0.02565930149679259,488.21097647897363,2807,-0.1848462664714495,3.9241152863918276,0.004275026718916993,488.17456359102243,bismarck,46.77270126342773,-100.74600219726562,1661,7421,41.601244813277994,1.531078838174273
BJI,54,0.35185185185185186,11.185185185185185,0.0,199.0,55,-5.763636363636364,5.490909090909091,0.0,199.0,bemidji,47.50939941,-94.93370056,1391,24117,39.19958506224067,2.0044813278008298
BKG,442,13.54109589041096,13.11187214611872,0.00904977375565611,535.6289592760181,442,7.036613272311213,4.990888382687927,0.004524886877828055,535.6289592760181,branson,36.531994,-93.200556,1302,23579,57.26721991701248,3.796016597510375
BLI,100,8.26,11.13,0.0,954.0,100,10.54,5.91,0.0,954.0,bellingham,48.79280090332031,-122.53800201416016,170,387,44.73360995850623,5.97622406639004
BMI,4822,6.767580199702571,12.416418545299873,0.02488593944421402,447.9842389050187,4824,6.525121899512402,4.046166878441339,0.001451077943615257,447.974087893864,bloomington,40.47710037,-88.91590118,871,15817,51.485062240663915,3.23381742738589
BNA,54114,7.801149832938234,11.822758337379094,0.010440921018590383,644.4291680526296,54104,3.920040353466475,6.04193169312268,0.0016449800384444773,643.927158805264,nashville,36.1245002746582,-86.6781997680664,599,8671,59.39170124481333,4.35871369294606
BOI,13578,3.725696502667457,10.691196087149844,0.00648107232287524,520.3978494623656,13577,2.3909400948991695,3.66859216470414,0.0019886572880606908,520.3584738896664,boise,43.56439972,-116.22299960000001,2871,19916,52.08962655601663,0.9826556016597514
BOS,110460,6.845266939593951,19.544128305673773,0.025873619409741082,851.5427847184501,110463,5.797931797680712,7.032124111663338,0.0011497062364773725,856.8245294804595,boston,42.36429977,-71.00520325,20,19203,50.743983402489654,4.0958506224066396
BQK,956,7.191096634093377,11.647122692725299,0.036610878661087864,238.0,957,8.33982683982684,3.132686084142395,0.0041797283176593526,238.0,brunswick,31.2588005065918,-81.46649932861328,26,17012,68.08672199170127,3.9560995850622382
BRO,2241,3.161203412662775,10.949662921348315,0.0071396697902722,354.9745649263722,2243,4.547877145438121,4.47029702970297,0.00490414623272403,355.01025412394114,brownsville,25.90679931640625,-97.4259033203125,22,4201,75.06099585062243,2.07713692946058
BTM,689,-2.2492625368731565,10.915929203539823,0.015965166908563134,357.0,689,-0.8363095238095238,4.183161004431315,0.013062409288824383,357.0,butte,45.95479965209961,-112.49700164794922,5550,26437,40.03153526970952,1.4530290456431543
BTR,8669,8.457035382626072,12.022237910342394,0.01984081208905295,358.51459222517013,8669,6.991185803267129,4.084916725310814,0.0025377782904602605,358.48436959280195,baton,30.53319931,-91.14959717,70,5942,67.84771784232368,5.18585062240664
BTV,6028,6.982046070460704,17.057477110885046,0.022063702720637027,460.7700729927007,6021,4.24881596752368,4.56402027027027,0.0016608536787908986,456.3481149310746,burlington,44.471900939899996,-73.15329742429998,335,15459,44.64688796680498,3.6720331950207483
BUF,24701,7.344823341130124,13.689311222395535,0.01372414072304765,565.3837091615724,24698,4.8922881077529565,4.402426527851785,0.0020244554214916186,566.3275973763058,buffalo,42.94049835,-78.73220062,728,9353,47.76680497925313,3.5270124481327803
BUR,28034,4.619569542412733,11.13120092629446,0.014197046443604195,493.5155168723693,28034,1.9546770923834347,2.8110580747812253,0.0016408646643361632,493.7010059213812,burbank,34.200698852539055,-118.35900115966795,778,13146,62.333195020746885,1.1211203319502068
BWI,100923,9.40375685520996,13.283190181592488,0.010245434638288597,701.5968807903055,100928,3.5869539078156314,5.613675932040583,0.0017041851616994292,701.4181693880786,baltimore,39.17539978,-76.66829681,146,20595,54.895020746887965,4.028962655601658
BZN,3939,1.8064102564102564,13.822729604925604,0.010662604722010662,550.6930693069307,3939,1.8953996401953226,4.629383158433581,0.006092916984006093,548.6095455699416,bozeman,45.77750015,-111.15299990000001,4473,26240,40.18630705394191,2.0044398340248963
CAE,10010,8.533142973689579,14.308940600122474,0.021378621378621378,485.64825174825177,10012,8.794496726677577,4.0042865890998165,0.002696763883339992,476.24650419496606,columbia,33.93880081176758,-81.11949920654297,236,27331,63.66348547717841,3.7660995850622414
CAK,8845,6.607663186876219,13.636655948553054,0.015715093273035614,540.8888637648389,8843,8.50700183654729,4.49386960009167,0.002035508311658939,540.7514418183874,akron,40.916099548339844,-81.44219970703125,1228,21498,50.8091286307054,3.382614107883815
CDC,627,-2.9887459807073955,11.42604501607717,0.007974481658692184,221.0,626,-0.5266558966074314,3.0853462157809983,0.003194888178913738,221.0,cedar,37.70100021362305,-113.0989990234375,5622,22875,49.54481327800832,1.2078838174273856
CEC,1031,17.47887323943662,12.177240684793555,0.03685741998060136,222.69641125121242,1033,7.195959595959596,3.4106962663975784,0.01452081316553727,222.13359148112295,crescent,41.78020096,-124.23699950000001,61,13887,52.55435684647308,6.287634854771784
CHA,4719,8.558937823834198,14.788552915766738,0.018859927950837043,243.27315109133292,4717,6.273021350010783,3.729094827586207,0.0006359974560101759,243.2126351494594,chattanooga,35.03530120849609,-85.20379638671875,683,8656,59.72282157676348,4.700373443983402
CHO,1307,9.063041765169425,13.45820189274448,0.029839326702371844,437.03060443764343,1307,5.772332015810277,3.6456195737963695,0.00306044376434583,437.03060443764343,charlottesville,38.13859939575195,-78.4529037475586,639,12112,56.85684647302905,3.7265145228215775
CHS,12941,8.485779744035392,16.124723363895036,0.02256394405378255,524.4334286376633,12941,6.089708092714184,6.5165929203539825,0.0013909280581098833,525.7276871957345,charleston,32.89860153,-80.04049683,46,27330,66.09377593360998,4.037842323651452
CIC,1391,10.871015567086731,9.785608308605342,0.03163191948238677,152.92882818116462,1390,10.997039230199851,3.236121391561806,0.0,153.0,chico,39.79539871,-121.8580017,240,13884,60.12199170124481,3.5584647302904546
CID,9049,4.7930680652149125,11.15730593607306,0.0322687589788927,417.14322024533095,9047,3.4448370184636428,5.098658786087747,0.0027633469658450314,411.9427434508677,cedar,41.88470077514648,-91.71080017089844,869,18468,48.239419087136916,3.149709543568465
CLD,2182,-1.7666975881261595,8.681818181818182,0.011915673693858845,86.0,2182,-3.5403525046382187,3.660333642261353,0.0009165902841429881,86.0,carlsbad,33.12829971,-117.27999879999999,331,14259,63.47053941908712,0.9840248962655602
CLE,55997,4.331456314184129,13.904687105044596,0.011036305516366949,603.1994392556744,55996,1.454116669076189,5.799335991772072,0.0016429744981784414,599.8360597185513,cleveland,41.411701202399996,-81.8498001099,791,22568,50.91452282157676,3.415311203319501
CLL,1076,7.354589371980676,7.86183574879227,0.03810408921933085,164.0,1077,4.978805394990366,3.878729547641963,0.0018570102135561746,164.0,college,30.58860016,-96.36380005,320,4239,68.12531120331948,3.5231120331950203
CLT,116650,7.2201522227988235,21.120153361489994,0.009678525503643377,637.6085726532361,116640,3.6263088437027906,6.7355394834972335,0.0013717421124828531,637.2156464334705,charlotte,35.2140007019043,-80.94309997558594,748,7152,60.70580912863072,3.598008298755187
CMH,30491,6.236876225938362,12.840118406173087,0.014168115181528976,564.7408087632416,30488,4.075217709233531,4.693515720973472,0.0012463920230910523,561.4384347940173,columbus,39.99800109863281,-82.89189910888672,815,21652,52.86141078838175,3.549502074688795
CMI,2263,3.026978417266187,12.004048582995951,0.018117543084401236,226.1939902783915,2263,7.024797114517583,3.89869428185502,0.0013256738842244808,226.1939902783915,champaign,40.03919983,-88.27809906,755,15692,52.12987551867219,3.303568464730291
CMX,359,7.191616766467066,15.06906906906907,0.07242339832869081,277.0,357,-2.2042682926829267,7.3104477611940295,0.022408963585434174,277.0,hancock,47.16839981079102,-88.48909759521484,1095,25076,40.961410788381755,2.562821576763485
COD,1048,-2.3115234375,12.514173998044965,0.02480916030534351,330.30152671755724,1048,1.1660117878192535,3.638671875,0.011450381679389313,330.30152671755724,cody,44.520198822,-109.024002075,5102,2936,39.28838174273861,1.828340248962655
COS,13204,5.487574781408192,15.163763333589134,0.013329294153286883,529.7698424719782,13205,5.56093258685482,6.309682357443552,0.002347595607724347,530.5697084437713,colorado,38.805801391602,-104.70099639893,6187,12487,48.496265560165966,1.2830290456431537
CPR,2282,0.7102222222222222,11.249444197421075,0.014899211218229623,274.3558282208589,2281,-0.04396092362344583,3.3377659574468086,0.0021920210434020165,274.42788250767205,casper,42.90800095,-106.4639969,5350,3074,44.306639004149396,0.9732780082987553
CRP,6330,3.788335202691876,10.132831277038935,0.014218009478672985,254.02590837282781,6331,4.2011263073209975,4.091507465082678,0.00236929395040278,254.01753277523298,corpus,27.77039909362793,-97.5011978149414,44,4868,73.12199170124482,2.347012448132781
CRW,3554,8.3958876339415,13.251375615406893,0.028418683173888577,439.7608328643782,3555,5.727666955767563,3.2853433352567802,0.005063291139240506,439.5620253164557,charleston,38.37310028076172,-81.59320068359375,981,1608,55.4112033195021,3.8947302904564305
CSG,1394,8.73960612691466,12.62846715328467,0.01721664275466284,83.0,1394,9.50509461426492,2.981077147016012,0.0,83.0,columbus,32.516300201416016,-84.93890380859375,397,17000,64.57385892116183,4.1306639004149375
CVG,57664,7.573391905719629,17.08526639127211,0.017862097669256383,631.5949639289678,57685,1.6432613670634568,5.813553918095508,0.0016122042125335876,632.1210713357025,cincinnati,39.0488014221,-84.6678009033,896,22002,54.45892116182573,3.784937759336102
CWA,2898,3.5744605588963565,10.968484419263456,0.025879917184265012,241.93374741200827,2900,3.2205726405090136,3.8380952380952382,0.002413793103448276,241.9006896551724,wassau,44.7775993347,-89.6668014526,1277,1198,42.87344398340246,2.7656431535269705
DAB,2146,12.862929816297692,14.99717247879359,0.011183597390493943,366.5358807082945,2149,12.585687382297552,3.191729323308271,0.002791996277338297,366.5351326198232,daytona,29.179899,-81.058098,34,2220,71.9369294605809,4.2521576763485465
DAL,48207,8.611926489759872,9.575733361371045,0.013566494492501089,338.5082456904599,48209,1.9991978045176273,3.701585026557626,0.002219502582505341,338.21292704681696,dallas,32.84709930419922,-96.85179901123048,487,4464,66.33692946058092,3.224854771784232
DAY,14374,6.774275618374558,14.04151050137897,0.01641853346319744,470.45032697926814,14369,6.430177472954819,5.44209857364779,0.0016702623703806806,469.78718073630733,dayton,39.90240097045898,-84.21939849853516,1009,22131,53.04273858921163,3.5629875518672227
DBQ,1035,4.6720321931589535,11.403826787512589,0.04057971014492753,147.0,1035,1.4265593561368208,3.5095477386934673,0.000966183574879227,147.0,dubuque,42.40200043,-90.70950317,1077,18681,47.53734439834021,3.306887966804978
DCA,79819,4.976301859708035,17.90825193494975,0.024041894786955488,639.0805196757664,79822,3.089383966678665,5.252338127188987,0.002856355390744406,638.7067099295933,washington,38.8521,-77.037697,15,697,56.90539419087132,3.7179253112033215
DEN,235675,9.030288098992253,15.68883745848066,0.01053993847459425,800.2742463137796,235700,2.7389882719395615,8.213958898465131,0.0024098430207891387,796.4148578701739,denver,39.861698150635,-104.672996521,5431,12400,51.202074688796664,1.2218672199170126
DFW,264396,11.182317655393335,15.674175874982662,0.01857062890512716,789.5246108110562,264398,4.636048856145793,9.803230798322085,0.004818493332022179,789.2939772615526,dallas,32.896800994873054,-97.03800201416016,607,4464,66.33692946058092,3.224854771784232
DHN,1386,11.892883895131087,14.654681647940075,0.0367965367965368,171.0,1385,9.779533483822423,3.0749625187406298,0.004332129963898917,171.0,dothan,31.3213005065918,-85.44960021972656,401,14775,66.98091286307056,4.494398340248967
DLH,1950,1.070415133998949,13.486315789473684,0.02564102564102564,291.9041025641026,1952,1.4603674540682414,5.551127425275301,0.0010245901639344263,291.8821721311475,duluth,46.8420982361,-92.19360351559999,1428,24157,38.57178423236513,2.3439419087136937
DRO,3330,4.62614819350888,11.678527607361962,0.02132132132132132,274.84384384384384,3333,4.147455548743102,4.663099969428309,0.0033003300330033004,275.01470147014703,durango,37.1515007019,-107.75399780299999,6685,12600,45.466804979253126,1.7374688796680506
DSM,15125,5.320656226696495,12.396701506719152,0.02618181818181818,536.7059834710744,15122,4.686414223669924,4.438849407783418,0.003372569765903981,531.2173654278535,des,41.53400039672852,-93.66310119628906,958,18352,49.90705394190871,3.042572614107884
DTW,152081,6.774581655866767,20.993110360345412,0.009784259703710522,573.8563857418086,152075,2.619279792435086,10.831939994271211,0.001348019069538057,575.1417195462765,detroit,42.212398529052734,-83.35340118408203,645,24930,50.33236514522823,2.9077593360995855
EGE,2188,9.596499526963104,16.680568720379146,0.0356489945155393,652.9771480804387,2189,6.410722833891814,4.232447817836812,0.011420740063956145,652.1891274554591,vail,39.64260101,-106.9179993,6548,12437,39.963070539419085,1.9309128630705388
EKO,1416,-2.7451682176091623,12.412312097351467,0.013418079096045197,200.0,1416,-0.30272596843615496,4.384120171673819,0.0035310734463276836,200.0,elko,40.82490158081055,-115.79199981689452,5140,11767,45.57095435684644,1.176763485477178
ELM,1314,2.3639167309175018,14.063222821896685,0.01293759512937595,331.0,1313,2.5476374903175834,4.906707787201234,0.006854531607006854,331.0,elmira,42.1599006652832,-76.8916015625,954,9848,47.09834024896265,3.1925311203319495
ELP,20762,4.868282045069058,10.391040868764241,0.006550428667758405,584.0747037857625,20767,3.169179310679141,3.902072839984502,0.0012038330042856455,584.7605335387875,paso,31.80719948,-106.37799840000002,3959,4478,64.3825726141079,0.810331950207469
ERI,1202,2.513651877133106,15.309726962457338,0.024958402662229616,163.0,1202,4.236954662104362,5.41773231031543,0.004159733777038269,163.0,erie,42.0831270134,-80.1738667488,732,10771,48.17468879668042,3.9918672199170127
EUG,5060,4.744910179640718,11.048151848151848,0.011264822134387351,460.35395256916996,5059,1.7891061452513966,3.6056983462841203,0.002174342755485274,460.28128088555053,eugene,44.12459945678711,-123.21199798583984,374,28146,50.158921161825745,5.193817427385893
EVV,4761,3.0555077452667816,10.877643504531722,0.026675068262969965,330.83889939088425,4761,1.9143717728055079,4.207903780068729,0.002520478890989288,330.8767065742491,evansville,38.0369987488,-87.53240203860001,418,18072,56.90746887966804,4.1037344398340245
EWN,978,8.386458333333334,9.333333333333334,0.018404907975460124,433.0,979,7.551616266944734,2.679460580912863,0.006128702757916241,433.0,new,35.0730018616,-77.04290008539998,18,7342,62.5701244813278,4.575269709543567
EWR,118602,14.279787776404815,26.39158094908808,0.024611726615065513,1001.8072460835399,118602,17.17324626152804,9.17145081081081,0.004089307094315441,1008.0777811504022,newark,40.69250106811523,-74.168701171875,18,3314,53.65394190871371,4.128921161825727
EYW,1100,17.31313131313131,9.545454545454545,0.01,642.9072727272727,1099,15.371771217712178,2.984375,0.007279344858962694,642.9044585987261,key,24.556100845336914,-81.75959777832031,3,2477,76.73734439834021,4.099709543568466
FAR,4319,3.0056338028169014,14.310206961429916,0.015975920351933317,482.9694373697615,4318,3.5485687470671046,4.699179366940211,0.0006947660954145438,483.10282538212135,fargo,46.92070007324219,-96.81580352783205,902,7546,41.907053941908714,1.8946473029045634
FAT,12319,5.701805998202174,10.963544221023378,0.007143436967286305,382.21024433801443,12317,2.0557733137350973,4.378049775601795,0.0007306974100836243,382.4548185434765,fresno,36.77619934082031,-119.71800231933594,336,14036,56.24522821576763,1.5309128630705384
FAY,3063,12.565626049009735,12.447916666666666,0.02840352595494613,315.2144955925563,3062,11.766164154103853,4.309953239812959,0.003919007184846506,315.2093403004572,fayetteville,34.991199493408196,-78.88030242919922,189,7223,62.24232365145231,3.9002489626556023
FCA,2161,0.632510479739171,13.534265734265734,0.007403979639055993,647.333641832485,2161,1.9990671641791045,4.021870637505817,0.0041647385469689956,647.0559925960204,kalispell,48.31050109863281,-114.25599670410156,2977,26476,40.509958506224095,2.9352282157676353
FLG,1638,1.2091708542713568,16.249685534591194,0.029304029304029304,119.0,1640,0.2890282131661442,6.269881026925486,0.0012195121951219512,119.0,flagstaff,35.13850021,-111.6709976,7014,19774,53.63651452282158,1.0309958506224064
FLL,62267,9.786965232002068,16.730000484738806,0.006166990540735863,927.0040631474136,62272,5.2029987532181545,5.084203212358207,0.0021036742034943475,926.791961073998,fort,26.072599411010746,-80.15270233154297,9,2838,75.91493775933611,4.699004149377594
FLO,722,6.361971830985915,12.244350282485875,0.019390581717451522,273.0,722,10.62200282087447,4.384507042253521,0.0013850415512465374,273.0,florence,34.18539810180664,-79.7238998413086,146,27416,64.07219917012452,3.8442738589211602
FNT,7906,5.681393264182354,12.009606763161266,0.012775107513281052,450.7490513534025,7909,7.442027130790888,4.329372684297943,0.002149449993678088,448.4924769250221,flint,42.96540069580078,-83.74359893798828,782,25073,48.19253112033198,2.8576348547717845
FSD,5203,4.569498825371966,14.352802822422579,0.01979627138189506,428.8147222756102,5204,4.047675103001766,5.077088632361573,0.002690238278247502,428.9175634127594,sioux,43.5820007324,-96.741897583,1429,28664,45.9323651452282,2.348132780082987
FSM,2417,3.58372591006424,9.232847341337907,0.03516756309474555,254.07902358295408,2416,4.5879073756432245,3.9717586649550705,0.0028973509933774835,254.08112582781456,fort,35.33660125732422,-94.36740112304688,469,15025,61.25933609958504,4.218008298755185
FWA,5292,6.048237117396358,12.965503875968992,0.024943310657596373,308.06632653061223,5293,4.96792270531401,4.435679845708775,0.0024560740600793503,308.10561118458344,fort,40.97850037,-85.19509888,814,17806,50.533195020746916,3.3148962655601646
GCC,1430,0.8273852876911871,13.446064139941692,0.04125874125874126,324.9489510489511,1437,1.276611151339609,4.1741329479768785,0.006263048016701462,324.6360473208072,gillette,44.3488998413,-105.539001465,4365,3052,45.17925311203323,1.234356846473029
GEG,12584,3.2186974285027636,12.069087120301354,0.008582326764144946,547.9730610298792,12588,1.7611988140075328,4.57146284891626,0.002621544327931363,547.0808706704798,spokane,47.61989974975586,-117.53399658203124,2376,317,47.077178423236525,1.6891701244813278
GFK,1131,1.360759493670886,12.120580235720762,0.02475685234305924,284.0,1129,1.2740471869328494,4.14027149321267,0.0044286979627989375,284.0,grand,47.949298999999996,-97.176102,845,7511,40.31286307053943,1.8205809128630697
GGG,727,4.840974212034384,8.180515759312321,0.039889958734525444,140.0,728,8.648997134670488,4.673352435530086,0.0,140.0,longview,32.38399887084961,-94.71150207519531,365,4687,65.70829875518673,3.8945643153526963
GJT,5431,3.768253968253968,11.811542771759433,0.014361995949180629,343.334929110661,5424,2.1995524058187246,3.6617619668467127,0.0012905604719764012,343.53078908554573,grand,39.1223983765,-108.527000427,4858,12411,48.16929460580913,1.3665145228215767
GNV,2416,12.541736930860035,13.541807432432432,0.019867549668874173,300.0,2416,10.584913611462284,3.1480235492010094,0.0024834437086092716,300.0,gainesville,29.6900997162,-82.27179718020001,152,2686,69.73485477178421,4.302572614107886
GPT,6588,5.302820157189089,12.18739405147172,0.015027322404371584,383.4338190649666,6588,5.176407093292212,4.426022762227007,0.0036429872495446266,383.4344262295082,gulfport,30.40730094909668,-89.07009887695312,28,26618,67.13526970954355,5.340414937759337
GRB,6262,4.314826910516002,11.366666666666667,0.022676461194506548,203.03002235707442,6262,3.3600718836791374,4.041415294309473,0.0023954008304056212,202.35180453529225,green,44.48509979248047,-88.12960052490234,695,961,45.06182572614111,2.8076763485477185
GRK,1938,9.122611464968152,9.076473712161444,0.028379772961816305,379.09287925696594,1940,9.70005299417064,3.9069275515600213,0.004123711340206186,379.2092783505155,killeen,31.067199706999997,-97.8289031982,1015,4705,67.27385892116185,2.934522821576763
GRR,13973,5.014231774615161,14.160209347968307,0.015529950619051026,362.13468832748873,13970,4.7988359403419425,4.277273717064673,0.0025769506084466712,369.20823192555474,grand,42.88079834,-85.52279663,794,25442,48.01161825726139,3.1965975103734414
GSO,10085,9.928911875063381,16.03987014304555,0.02270699058006941,518.8588993554785,10084,8.196162046908315,4.391119221411192,0.0019833399444664813,518.9502181673939,greensboro,36.097801208496094,-79.93730163574219,925,7383,59.140663900414964,3.7111618257261387
GSP,10168,7.172204827795172,15.265473300970873,0.027734067663257277,471.2561959087333,10169,5.622388210356314,3.61004327261749,0.003146818762906874,471.3996459828892,greenville,34.895698547399995,-82.2189025879,964,27411,60.54771784232364,4.387593360995851
GTF,1823,-0.560488346281909,10.97609783212896,0.01426220515633571,533.3878222709819,1824,0.975609756097561,4.3003318584070795,0.0043859649122807015,533.1321271929825,great,47.48199844,-111.3710022,3680,26259,43.529460580912826,1.4078008298755182
GTR,771,11.16358839050132,12.792602377807134,0.018158236057068743,241.0,770,8.863936591809775,3.3989431968295905,0.0,241.0,columbus,33.450298309299995,-88.59140014649999,264,26667,63.454356846473004,4.6484647302904545
GUC,1200,7.255593803786575,11.883720930232558,0.0325,237.95583333333335,1200,3.566983578219533,3.0318690783807063,0.006666666666666667,237.95583333333335,gunnison,38.53390121,-106.9329987,7680,12521,38.85809128630705,1.842282157676348
HDN,1726,7.84319526627219,16.600591715976332,0.02085747392815759,442.6517960602549,1725,6.264128494943486,4.25044404973357,0.007536231884057971,442.13159420289855,hayden,40.48120117,-107.21800230000001,6606,12648,40.318257261410785,2.1045643153526963
HLN,1999,-0.22239031770045387,11.912626262626263,0.010005002501250625,515.632316158079,1996,-1.5774861181221604,3.425907258064516,0.001503006012024048,515.8652304609218,helena,46.6068000793457,-111.98300170898438,3877,26412,41.323236514522804,1.8364730290456424
HOU,52832,10.43624548181189,8.9533506393616,0.015729103573591762,583.5385183222289,52832,2.09173550528835,5.170602159228682,0.004145215021199273,583.3314279224712,houston,29.64539909,-95.27890015,46,5553,69.92489626556022,4.438174273858919
